population,micro_code,micro_name,longitude,latitude
208016.0,23021,Sertão de Senador Pompeu,-39.4856766456949,-5.805539235309971
97795.0,23022,Litoral de Aracati,-37.67329110410041,-4.670164464399521
291040.0,23023,Baixo Jaguaribe,-38.189395310146594,-5.0845865442722005
62335.0,23024,Médio Jaguaribe,-38.70385390520864,-5.713238675488402
40267.0,23025,Serra do Pereiro,-38.32697739503259,-5.860342117009042
211442.0,23026,Iguatu,-38.989902760783245,-6.360414215531208
92399.0,23027,Várzea Alegre,-39.53542118124269,-6.643471275382123
55847.0,23028,Lavras da Mangabeira,-38.89104761388958,-6.749517374185199
90032.0,23029,Chapada do Araripe,-40.12143975166422,-7.057477229092883
58087.0,23030,Caririaçu,-39.39485018767638,-6.970565311247706
88689.0,23031,Barro,-38.8206200435017,-7.18672304955815
474939.0,23032,Cariri,-39.430891172189696,-7.292774046780984
89141.0,23033,Brejo Santo,-38.96019664977536,-7.488575555771579
277382.0,24001,Mossoró,-37.31796242708908,-5.128708778649307
70490.0,24002,Chapada do Apodi,-37.68101454468736,-5.594542774608938
37369.0,24003,Médio Oeste,-37.29250038491883,-5.8137833430885415
126202.0,24004,Vale do Açu,-36.90015731505353,-5.578841960906043
59028.0,24005,Serra de São Miguel,-38.40147027890273,-6.251194867815402
112813.0,24006,Pau dos Ferros,-38.09208361688448,-6.152190181622041
63691.0,24007,Umarizal,-37.80554318093181,-6.10546477509961
45144.0,24008,Macau,-36.30557463184304,-5.180154091967687
50644.0,24009,Angicos,-36.33258087904199,-5.596318267804082
61240.0,24010,Serra de Santana,-36.60907247345234,-5.998367734313839
90480.0,24011,Seridó Ocidental,-37.166997164783,-6.489336614973278
115072.0,24012,Seridó Oriental,-36.654532533422575,-6.501569839939385
57457.0,24013,Baixa Verde,-35.914242072609575,-5.465084177116587
126275.0,24014,Borborema Potiguar,-35.99565171719563,-6.179172201066209
208486.0,24015,Agreste Potiguar,-35.58583484611675,-6.087344844383873
76690.0,24016,Litoral Nordeste,-35.616429768753925,-5.336643814486942
247304.0,24017,Macaíba,-35.352904025892336,-5.83200137404691
874487.0,24018,Natal,-35.242882200997975,-5.797483307341009
114990.0,24019,Litoral Sul,-35.17495240427782,-6.357532647732513
107311.0,25001,Catolé do Rocha,-37.59856174594868,-6.355181294045016
157828.0,25002,Cajazeiras,-38.50644414716026,-6.864571703401851
173879.0,25003,Sousa,-37.93855745618041,-6.770263270153406
