population,micro_code,micro_name,longitude,latitude
12886203.0,35061,São Paulo,-46.59435235915196,-23.68804817400748
1167738.0,35062,Mogi das Cruzes,-46.09479775598441,-23.560011555080575
1340030.0,35063,Santos,-46.2510469079884,-23.863666138386748
258537.0,41001,Paranavaí,-52.79151193760959,-22.94726110250261
254660.0,41002,Umuarama,-53.517057413926594,-23.72962223846077
125932.0,41003,Cianorte,-52.75206914130327,-23.611584289962128
126333.0,41004,Goioerê,-52.86180584194336,-24.421347260501975
215084.0,41005,Campo Mourão,-52.319127250614,-24.145584808693823
173321.0,41006,Astorga,-51.85293378662119,-23.00734486702244
83065.0,41007,Porecatu,-51.235565199451486,-22.913289073495328
33793.0,41008,Floraí,-52.20520909739214,-23.518090494618317
461658.0,41009,Maringá,-51.89143237403769,-23.468295969634152
255598.0,41010,Apucarana,-51.44162634048275,-23.61210820448265
650635.0,41011,Londrina,-51.17645374501436,-23.4419145698106
47100.0,41012,Faxinal,-51.51654530465,-23.9015563881426
145879.0,41013,Ivaiporã,-51.56359991995748,-24.352277093693527
72801.0,41014,Assaí,-50.81715109471708,-23.482736464608934
182716.0,41015,Cornélio Procópio,-50.53325777061958,-23.23500904860502
119527.0,41016,Jacarezinho,-49.99936151653409,-23.227840680964366
74740.0,41017,Ibaiti,-50.3509589842181,-23.840999375262697
97384.0,41018,Wenceslau Braz,-49.80939756063558,-23.675506118071567
146951.0,41019,Telêmaco Borba,-50.67650151881543,-24.409005186292045
95702.0,41020,Jaguariaíva,-49.76165656653394,-24.2890130219806
389567.0,41021,Ponta Grossa,-49.99324206284715,-25.054077060057317
343038.0,41022,Toledo,-53.90771449346682,-24.542400134464724
400369.0,41023,Cascavel,-53.22159913537825,-25.033924703203333
409389.0,41024,Foz do Iguaçu,-54.09336435622164,-25.299818956006224
93301.0,41025,Capanema,-53.62462626541047,-25.77584520889037
227330.0,41026,Francisco Beltrão,-53.20533555607469,-25.96011495519537
151156.0,41027,Pato Branco,-52.62996357972524,-25.97278789117563
84360.0,41028,Pitanga,-51.974721332060525,-24.80500686412751
366937.0,41029,Guarapuava,-51.9482974075687,-25.43919293231465
85477.0,41030,Palmas,-52.04509737696549,-26.250068192137302
118695.0,41031,Prudentópolis,-50.794064557904576,-25.162370490449437
92262.0,41032,Irati,-50.79289677374538,-25.67734825541092
112745.0,41033,União da Vitória,-51.24621037432516,-26.150129368580235
56753.0,41034,São Mateus do Sul,-50.33908518111453,-25.850259476515724
29264.0,41035,Cerro Azul,-49.1285697131957,-24.782730638328445
46553.0,41036,Lapa,-49.858069123700695,-25.750093302335888
2742403.0,41037,Curitiba,-49.25721354711765,-25.33827380601848
243016.0,41038,Paranaguá,-48.59082852530184,-25.46783746565529
80678.0,41039,Rio Negro,-49.43656918164174,-25.98988495622216
169166.0,42001,São Miguel do Oeste,-53.50804347099972,-26.712602393736564
363410.0,42002,Chapecó,-52.95761796332436,-26.814927061226182
143697.0,42003,Xanxerê,-52.28937387714536,-26.71293958625425
308603.0,42004,Joaçaba,-51.25586503711125,-26.915379659255425
137625.0,42005,Concórdia,-52.08208403451569,-27.18102758251615
233832.0,42006,Canoinhas,-50.28826255727381,-26.41195160507768
117859.0,42007,São Bento do Sul,-49.385010197666496,-26.285720735599824
696902.0,42008,Joinville,-48.933274521922655,-26.333717841713632
117269.0,42009,Curitibanos,-50.78535263228866,-27.28464553700593
285702.0,42010,Campos de Lages,-50.2127892283923,-27.93626600428717
183582.0,42011,Rio do Sul,-49.84040536693355,-27.08226442244438
559927.0,42012,Blumenau,-49.21791493783503,-26.89820614534333
420037.0,42013,Itajaí,-48.73578191656545,-26.897251123576204
51163.0,42014,Ituporanga,-49.5599769995064,-27.46236156136472
70517.0,42015,Tijucas,-49.001534669722176,-27.39352554680038
730719.0,42016,Florianópolis,-48.69804558805106,-27.66494552646107
23246.0,42017,Tabuleiro,-49.12718074869312,-27.797390989682757
342507.0,42018,Tubarão,-49.0625189133541,-28.311804916491432
330309.0,42019,Criciúma,-49.430877039864725,-28.618691396088405
162664.0,42020,Araranguá,-49.73333568987244,-28.986203049264027
161762.0,43001,Santa Rosa,-54.54473232393955,-27.76619123883555
148851.0,43002,Três Passos,-53.95662114948266,-27.48159764669499
182754.0,43003,Frederico Westphalen,-53.16808426248589,-27.441523442663517
213941.0,43004,Erechim,-52.33210991716631,-27.61128496128441
61887.0,43005,Sananduva,-51.67652581382271,-27.82039203734637
69338.0,43006,Cerro Largo,-54.84674150705209,-28.09486434645829
208471.0,43007,Santo Ângelo,-54.763900715095794,-28.413956019896112
180391.0,43008,Ijuí,-53.75893785615085,-28.1727544515932
159550.0,43009,Carazinho,-53.10005259763296,-28.00779701905036
303649.0,43010,Passo Fundo,-52.20421779231603,-28.26124141103313
156504.0,43011,Cruz Alta,-53.42471096325963,-28.73929108833216
41478.0,43012,Não-Me-Toque,-52.85493791565285,-28.539920932358573
72061.0,43013,Soledade,-52.5567961853185,-28.95450413953205
116877.0,43014,Guaporé,-51.86941326098328,-28.782600447649404
154726.0,43015,Vacaria,-50.7382186827957,-28.64986750017793
667848.0,43016,Caxias do Sul,-51.30739221418046,-29.07687562794568
111859.0,43017,Santiago,-54.35988779017372,-29.103228818419748
353830.0,43018,Santa Maria,-54.21790487163713,-29.825467034575627
66619.0,43019,Restinga Seca,-53.38852945070995,-29.713672462798566
302141.0,43020,Santa Cruz do Sul,-52.6811706349496,-29.516860127569657
280885.0,43021,Lajeado-Estrela,-51.99993303501078,-29.375809065149785
157817.0,43022,Cachoeira do Sul,-52.74145896637446,-30.09325720324801
180991.0,43023,Montenegro,-51.42626492716615,-29.56048569686424
267374.0,43024,Gramado-Canela,-50.82575883252012,-29.51829286820902
133485.0,43025,São Jerônimo,-51.868611925604526,-30.115940673138077
3479683.0,43026,Porto Alegre,-51.11129248886037,-30.021595600453256
293115.0,43027,Osório,-50.44109153816971,-30.176479257190568
124840.0,43028,Camaquã,-51.73914694962092,-30.70766503360116
383693.0,43029,Campanha Ocidental,-56.03622843972534,-29.55053029384838
195749.0,43030,Campanha Central,-55.01458728563311,-30.48768634436173
173811.0,43031,Campanha Meridional,-54.25832626365002,-31.168263700542703
117323.0,43032,Serras de Sudeste,-53.12450070144244,-30.995299704522854
478702.0,43033,Pelotas,-52.46012891795903,-31.39368740511303
56613.0,43034,Jaguarão,-53.26388497059224,-32.16648269529265
251201.0,43035,Litoral Lagunar,-52.670790261747726,-32.720414956754595
125591.0,50001,Baixo Pantanal,-56.86627109941852,-19.274174156367412
99375.0,50002,Aquidauana,-55.955082969348936,-20.001947987220145
105817.0,50003,Alto Taquari,-54.36955217267148,-18.57893292790763
740422.0,50004,Campo Grande,-54.60393428247236,-20.49315434445652
48351.0,50005,Cassilândia,-52.83148130036795,-18.81755243373544
71542.0,50006,Paranaíba,-51.718291220444286,-19.76049134729305
127501.0,50007,Três Lagoas,-52.93180713647737,-20.53086365788807
75167.0,50008,Nova Andradina,-53.08190617739508,-22.07344097274305
101756.0,50009,Bodoquena,-56.45161794687776,-21.381933412108776
413372.0,50010,Dourados,-55.01452068294368,-22.206672417580737
202142.0,50011,Iguatemi,-54.34346302307684,-23.110308074328803
100213.0,51001,Aripuanã,-59.55953652154701,-10.567676857213804
90007.0,51002,Alta Floresta,-57.49565981753688,-9.33929352930316
128571.0,51003,Colíder,-54.77517679050899,-10.155400308911313
65418.0,51004,Parecis,-58.69855440988943,-13.398050258918468
69745.0,51005,Arinos,-57.15839369070077,-11.69971180543478
107597.0,51006,Alto Teles Pires,-55.99226045981143,-13.063084257566755
138713.0,51007,Sinop,-54.63092465860859,-11.775615489084608
28656.0,51008,Paranatinga,-53.9752384939484,-13.562854525266092
91213.0,51009,Norte Araguaia,-51.89759214397318,-11.325943789784912
80545.0,51010,Canarana,-52.65542659466808,-14.07242669449061
61738.0,51011,Médio Araguaia,-51.57459657325256,-14.357752920116768
61201.0,51012,Alto Guaporé,-59.693879407918885,-14.987476847211145
116688.0,51013,Tangará da Serra,-57.95366067363594,-14.70066830745458
105104.0,51014,Jauru,-58.57432697025481,-15.580572385007684
31730.0,51015,Alto Paraguai,-56.958221433877256,-14.554312147592825
31437.0,51016,Rosário Oeste,-55.93096540068064,-14.766620645527924
758596.0,51017,Cuiabá,-55.75180392020922,-15.888408111433629
125890.0,51018,Alto Pantanal,-57.19217736197204,-16.625373801514854
61681.0,51019,Primavera do Leste,-54.565878397092334,-15.214095885158052
53302.0,51020,Tesouro,-53.489081484018406,-16.015855446596028
228173.0,51021,Rondonópolis,-54.62841698130851,-16.70414993528052
24366.0,51022,Alto Araguaia,-53.48730931979606,-17.30358648038484
74377.0,52001,São Miguel do Araguaia,-50.28718305613987,-13.958945898273166
91753.0,52002,Rio Vermelho,-50.80769203451724,-15.424417433001912
53650.0,52003,Aragarças,-51.87089375195403,-16.18761469748146
224697.0,52004,Porangatu,-48.90557087920559,-13.947177183644174
56915.0,52005,Chapada dos Veadeiros,-47.42333542729455,-13.807254290120897
212620.0,52006,Ceres,-49.49196947811546,-15.114005152455698
472083.0,52007,Anápolis,-49.45392458767059,-16.046751737319802
62310.0,52008,Iporá,-50.913812824642605,-16.392466458645217
102235.0,52009,Anicuns,-50.19091911646464,-16.435820050268305
1742120.0,52010,Goiânia,-49.20510317947004,-16.771667022077676
92682.0,52011,Vão do Paranã,-46.55365930017579,-14.202892702445704
856301.0,52012,Entorno de Brasília,-47.94827749499132,-15.768443287861237
351130.0,52013,Sudoeste de Goiás,-51.922068925506565,-17.65790061968215
102543.0,52014,Vale do Rio dos Bois,-50.2092165567999,-17.17620570683815
319846.0,52015,Meia Ponte,-49.35125059671624,-17.87100451756159
87411.0,52016,Pires do Rio,-48.442558229046654,-16.95648795483831
119782.0,52017,Catalão,-47.95139610582464,-17.824497680974694
94007.0,52018,Quirinópolis,-50.94505980012204,-18.724858082276697
2097447.0,53001,Brasília,-47.79671114211876,-15.780698945209076
